Rating,MovieId,Title,Director,LeadActor,Votes,CriticScore,IsAction,IsAdventure,IsAnimation,IsBiography,IsComedy,IsCrime,IsDrama,IsRomance,IsFantasy,IsHorror,IsMistery,IsHistory,IsFamily,IsSport,IsWar,IsWestern,IsSciFi,IsThriller
7.6,381,What We Do in the Shadows,Jemaine Clement,Jemaine Clement,84016,76,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
7.4,382,Southpaw,Antoine Fuqua,Jake Gyllenhaal,169083,57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.6,383,Hush,Mike Flanagan,John Gallagher Jr.,45867,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7.6,384,Bridge of Spies,Steven Spielberg,Tom Hanks,217938,81,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7.8,385,The Lego Movie,Phil Lord,Chris Pratt,266508,83,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,386,Everest,Baltasar Kormákur,Jason Clarke,154647,64,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.6,387,Pixels,Chris Columbus,Adam Sandler,101092,27,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6.7,388,Robin Hood,Ridley Scott,Russell Crowe,221117,53,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.7,389,The Wolverine,James Mangold,Hugh Jackman,355362,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.6,390,John Carter,Andrew Stanton,Taylor Kitsch,220667,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.3,391,Keanu,Peter Atencio,Keegan-Michael Key,31913,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,392,The Gunman,Pierre Morel,Sean Penn,31194,39,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.2,393,Steve Jobs,Danny Boyle,Michael Fassbender,116112,82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,394,Whisky Galore,Gillies MacKinnon,Tim Pigott-Smith,102,43,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5.4,395,Grown Ups 2,Dennis Dugan,Adam Sandler,114482,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,396,The Age of Adaline,Lee Toland Krieger,Blake Lively,112288,51,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
6.8,397,The Incredible Hulk,Louis Leterrier,Edward Norton,342355,61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.5,398,Couples Retreat,Peter Billingsley,Vince Vaughn,86417,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,399,Absolutely Anything,Terry Jones,Simon Pegg,26587,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6.1,400,Magic Mike,Steven Soderbergh,Channing Tatum,113686,72,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.4,401,Minions,Kyle Balda,Sandra Bullock,159830,56,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9,402,The Black Room,Rolfe Kanefsky,Natasha Henstridge,240,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.1,403,Bronson,Nicolas Winding Refn,Tom Hardy,93972,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.7,404,Despicable Me,Pierre Coffin,Steve Carell,410607,72,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,405,The Best of Me,Michael Hoffman,James Marsden,49041,29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.7,406,The Invitation,Karyn Kusama,Logan Marshall-Green,40529,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7.4,407,Zero Dark Thirty,Kathryn Bigelow,Jessica Chastain,226661,95,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7.8,408,Tangled,Nathan Greno,Mandy Moore,316459,71,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,409,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,Jennifer Lawrence,202380,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.1,410,Vacation,John Francis Daley,Ed Helms,74589,34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,411,Taken,Pierre Morel,Liam Neeson,502961,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.5,412,Pitch Perfect 2,Elizabeth Banks,Anna Kendrick,108306,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,413,Monsters University,Dan Scanlon,Billy Crystal,252119,65,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,414,Elle,Paul Verhoeven,Isabelle Huppert,35417,89,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
5.6,415,Mechanic: Resurrection,Dennis Gansel,Jason Statham,48161,38,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.4,416,Tusk,Kevin Smith,Justin Long,34546,55,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
6.9,417,The Headhunter's Calling,Mark Williams,Alison Brie,164,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.8,418,Atonement,Joe Wright,Keira Knightley,202890,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.7,419,Harry Potter and the Deathly Hallows: Part 1,David Yates,Daniel Radcliffe,357213,65,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.2,420,Shame,Steve McQueen,Michael Fassbender,155010,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,421,Hanna,Joe Wright,Saoirse Ronan,164208,65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.7,422,The Babysitters,David Ross,Lauren Birkell,8914,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.8,423,Pride and Prejudice and Zombies,Burr Steers,Lily James,35003,45,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6.2,424,300: Rise of an Empire,Noam Murro,Sullivan Stapleton,237887,48,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5.9,425,London Has Fallen,Babak Najafi,Gerard Butler,100702,28,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.8,426,The Curious Case of Benjamin Button,David Fincher,Brad Pitt,485075,70,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
6.5,427,Sin City: A Dame to Kill For,Frank Miller,Mickey Rourke,122185,46,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8.1,428,The Bourne Ultimatum,Paul Greengrass,Matt Damon,525700,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.2,429,Srpski film,Srdjan Spasojevic,Srdjan 'Zika' Todorovic,43648,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,430,The Purge: Election Year,James DeMonaco,Frank Grillo,54216,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8.4,431,3 Idiots,Rajkumar Hirani,Aamir Khan,238789,67,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4.7,432,Zoolander 2,Ben Stiller,Ben Stiller,48297,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,433,World War Z,Marc Forster,Brad Pitt,494819,63,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.4,434,Mission: Impossible - Ghost Protocol,Brad Bird,Tom Cruise,382459,73,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.4,435,Let Me Make You a Martyr,Corey Asraf,Marilyn Manson,223,56,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.1,436,Filth,Jon S. Baird,James McAvoy,81301,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7.1,437,The Longest Ride,George Tillman Jr.,Scott Eastwood,58421,33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.6,438,The imposible,J.A. Bayona,Naomi Watts,156189,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.6,439,Kick-Ass 2,Jeff Wadlow,Aaron Taylor-Johnson,214825,41,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5.6,440,Folk Hero & Funny Guy,Jeff Grace,Alex Karpovsky,220,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,441,Oz the Great and Powerful,Sam Raimi,James Franco,181521,44,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.5,442,Brooklyn,John Crowley,Saoirse Ronan,94977,87,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.7,443,Coraline,Henry Selick,Dakota Fanning,156620,80,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.4,444,Blue Valentine,Derek Cianfrance,Ryan Gosling,151409,81,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6,445,The Thinning,Michael J. Gallagher,Logan Paul,4531,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.6,446,Silent Hill,Christophe Gans,Radha Mitchell,184152,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.1,447,Dredd,Pete Travis,Karl Urban,213764,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.9,448,Hunt for the Wilderpeople,Taika Waititi,Sam Neill,52331,81,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.8,449,Big Hero 6,Don Hall,Ryan Potter,309186,74,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.9,450,Carrie,Kimberly Peirce,Chloë Grace Moretz,113272,53,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7,451,Iron Man 2,Jon Favreau,Robert Downey Jr.,556666,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,452,Demolition,Jean-Marc Vallée,Jake Gyllenhaal,58720,49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.8,453,Pandorum,Christian Alvart,Dennis Quaid,126656,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.5,454,Olympus Has Fallen,Antoine Fuqua,Gerard Butler,214994,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.1,455,I Am Number Four,D.J. Caruso,Alex Pettyfer,202682,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.3,456,Jagten,Thomas Vinterberg,Mads Mikkelsen,192263,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.7,457,The Proposal,Anne Fletcher,Sandra Bullock,241709,48,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6,458,Get Hard,Etan Cohen,Will Ferrell,95119,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6.4,459,Just Go with It,Dennis Dugan,Adam Sandler,182069,33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.3,460,Revolutionary Road,Sam Mendes,Leonardo DiCaprio,159736,69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.6,461,The Town,Ben Affleck,Ben Affleck,294553,74,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6,462,The Boy,William Brent Bell,Lauren Cohan,51235,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.6,463,Denial,Mick Jackson,Rachel Weisz,8229,63,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.5,464,Predestination,Michael Spierig,Ethan Hawke,187760,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6.3,465,Goosebumps,Rob Letterman,Jack Black,57602,60,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.5,466,Sherlock Holmes: A Game of Shadows,Guy Ritchie,Robert Downey Jr.,357436,48,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.4,467,Salt,Phillip Noyce,Angelina Jolie,255813,65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.9,468,Enemy,Denis Villeneuve,Jake Gyllenhaal,111558,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,469,District 9,Neill Blomkamp,Sharlto Copley,556794,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6.7,470,The Other Guys,Adam McKay,Will Ferrell,199900,64,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7.8,471,American Gangster,Ridley Scott,Denzel Washington,337835,76,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6.4,472,Marie Antoinette,Sofia Coppola,Kirsten Dunst,83941,65,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5.8,473,2012,Roland Emmerich,John Cusack,297984,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.5,474,Harry Potter and the Half-Blood Prince,David Yates,Daniel Radcliffe,351059,78,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7.7,475,Argo,Ben Affleck,Ben Affleck,481274,86,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7.4,476,Eddie the Eagle,Dexter Fletcher,Taron Egerton,56332,54,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8.5,477,The Lives of Others,Florian Henckel von Donnersmarck,Ulrich Mühe,278103,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.7,478,Pet,Carles Torrens,Dominic Monaghan,8404,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8.3,479,Paint It Black,Amber Tamblyn,Alia Shawkat,61,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.7,480,Macbeth,Justin Kurzel,Michael Fassbender,41642,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7.2,481,Forgetting Sarah Marshall,Nicholas Stoller,Kristen Bell,226619,67,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6.5,482,The Giver,Phillip Noyce,Brenton Thwaites,93799,47,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
6.3,483,Triple 9,John Hillcoat,Casey Affleck,48400,52,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.7,484,Perfetti sconosciuti,Paolo Genovese,Giuseppe Battiston,17584,43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.3,485,Angry Birds,Clay Kaytis,Jason Sudeikis,55781,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,486,Moonrise Kingdom,Wes Anderson,Jared Gilman,254446,84,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.7,487,Hairspray,Adam Shankman,John Travolta,102954,81,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6.7,488,Safe Haven,Lasse Hallström,Julianne Hough,84765,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6.6,489,Focus,Glenn Ficarra,Will Smith,166489,56,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8,490,Ratatouille,Brad Bird,Brad Garrett,504039,96,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6.5,491,Stake Land,Jim Mickle,Connor Paolo,36091,66,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6.9,492,The Book of Eli,Albert Hughes,Denzel Washington,241359,53,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,493,Cloverfield,Matt Reeves,Mike Vogel,313803,64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5.3,494,Point Break,Ericson Core,Edgar Ramírez,44553,34,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6.3,495,Under the Skin,Jonathan Glazer,Scarlett Johansson,94707,78,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7.2,496,I Am Legend,Francis Lawrence,Will Smith,565721,65,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6.8,497,Men in Black 3,Barry Sonnenfeld,Will Smith,278379,58,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,498,Super 8,J.J. Abrams,Elle Fanning,298913,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7.4,499,Law Abiding Citizen,F. Gary Gray,Gerard Butler,228339,34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
8.3,500,Up,Pete Docter,Edward Asner,722203,88,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,501,Maze Runner: The Scorch Trials,Wes Ball,Dylan O'Brien,159364,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7.2,502,Carol,Todd Haynes,Cate Blanchett,77995,95,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6.5,503,Imperium,Daniel Ragussis,Daniel Radcliffe,27428,68,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7.3,504,Youth,Paolo Sorrentino,Michael Caine,52636,64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.9,505,Mr. Nobody,Jaco Van Dormael,Jared Leto,166872,63,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
5.7,506,City of Tiny Lights,Pete Travis,Riz Ahmed,291,54,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6.5,507,Savages,Oliver Stone,Aaron Taylor-Johnson,107960,59,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
7.7,508,(500) Days of Summer,Marc Webb,Zooey Deschanel,398972,76,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4.3,509,Movie 43,Elizabeth Banks,Emma Stone,83625,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.8,510,Gravity,Alfonso Cuarón,Sandra Bullock,622089,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
7.8,511,The Boy in the Striped Pyjamas,Mark Herman,Asa Butterfield,144614,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7.2,512,Shooter,Antoine Fuqua,Mark Wahlberg,267820,53,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,513,The Happening,M. Night Shyamalan,Mark Wahlberg,170897,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7.1,514,Bone Tomahawk,S. Craig Zahler,Kurt Russell,47289,72,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5.7,515,Magic Mike XXL,Gregory Jacobs,Channing Tatum,42506,60,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7.1,516,Easy A,Will Gluck,Emma Stone,294950,72,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6,517,Exodus: Gods and Kings,Ridley Scott,Christian Bale,137299,52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.9,518,Chappie,Neill Blomkamp,Sharlto Copley,188769,41,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.9,519,The Hobbit: The Desolation of Smaug,Peter Jackson,Ian McKellen,513744,66,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.2,520,Half of a Yellow Sun,Biyi Bandele,Chiwetel Ejiofor,1356,51,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.2,521,Anthropoid,Sean Ellis,Jamie Dornan,24100,59,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5.3,522,The Counselor,Ridley Scott,Michael Fassbender,84927,48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4.7,523,Viking,Andrey Kravchuk,Anton Adasinsky,1830,57,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6.6,524,Whiskey Tango Foxtrot,Glenn Ficarra,Tina Fey,36156,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,525,Trust,David Schwimmer,Clive Owen,36043,60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3.9,526,Birth of the Dragon,George Nolfi,Billy Magnussen,552,61,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.6,527,Elysium,Neill Blomkamp,Matt Damon,358932,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5.4,528,The Green Inferno,Eli Roth,Lorenza Izzo,26461,38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.4,529,Godzilla,Gareth Edwards,Aaron Taylor-Johnson,318058,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.7,530,The Bourne Legacy,Tony Gilroy,Jeremy Renner,245374,61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,531,A Good Year,Ridley Scott,Russell Crowe,74674,47,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5.4,532,Friend Request,Simon Verhoeven,Alycia Debnam-Carey,12758,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,533,Deja Vu,Tony Scott,Denzel Washington,253858,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6.4,534,Lucy,Luc Besson,Scarlett Johansson,352698,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7.2,535,A Quiet Passion,Terence Davies,Cynthia Nixon,1024,77,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.5,536,Need for Speed,Scott Waugh,Aaron Paul,143389,39,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,537,Jack Reacher,Christopher McQuarrie,Tom Cruise,250811,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.7,538,The Do-Over,Steven Brill,Adam Sandler,24761,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,539,True Crimes,Alexandros Avranas,Jim Carrey,198,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6.1,540,American Pastoral,Ewan McGregor,Ewan McGregor,7115,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7.2,541,The Ghost Writer,Roman Polanski,Ewan McGregor,137964,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.4,542,Limitless,Neil Burger,Bradley Cooper,444417,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6.3,543,Spectral,Nic Mathieu,James Badge Dale,27042,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.1,544,P.S. I Love You,Richard LaGravenese,Hilary Swank,177247,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.7,545,Zipper,Mora Stephens,Patrick Wilson,4912,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.7,546,Midnight Special,Jeff Nichols,Michael Shannon,54787,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6.8,547,Don't Think Twice,Mike Birbiglia,Keegan-Michael Key,10485,83,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.5,548,Alice in Wonderland,Tim Burton,Mia Wasikowska,324898,53,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6.8,549,Chuck,Philippe Falardeau,Elisabeth Moss,391,68,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7.9,550,"I, Daniel Blake",Ken Loach,Dave Johns,22941,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.8,551,The Break-Up,Peyton Reed,Jennifer Aniston,106381,45,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
7.1,552,Loving,Jeff Nichols,Ruth Negga,17141,79,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4.3,553,Fantastic Four,Josh Trank,Miles Teller,121847,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.3,554,The Survivalist,Stephen Fingleton,Mia Goth,9187,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
7.1,555,Colonia,Florian Gallenberger,Emma Watson,30074,33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
4.6,556,The Boy Next Door,Rob Cohen,Jennifer Lopez,30180,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.1,557,The Gift,Joel Edgerton,Jason Bateman,96688,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.3,558,Dracula Untold,Gary Shore,Luke Evans,148504,40,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6.9,559,In the Heart of the Sea,Ron Howard,Chris Hemsworth,90372,47,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,560,Idiocracy,Mike Judge,Luke Wilson,115355,66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6.5,561,The Expendables,Sylvester Stallone,Sylvester Stallone,283282,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.5,562,Evil Dead,Fede Alvarez,Jane Levy,133113,57,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6.8,563,Sinister,Scott Derrickson,Ethan Hawke,171169,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.8,564,Wreck-It Ralph,Rich Moore,John C. Reilly,290559,72,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1,565,Snow White and the Huntsman,Rupert Sanders,Kristen Stewart,239772,57,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.8,566,Pan,Joe Wright,Levi Miller,47804,36,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6.3,567,Transformers: Dark of the Moon,Michael Bay,Shia LaBeouf,338369,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.5,568,Juno,Jason Reitman,Ellen Page,432461,81,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.1,569,A Hologram for the King,Tom Tykwer,Tom Hanks,26521,58,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.5,570,Money Monster,Jodie Foster,George Clooney,68654,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6,571,The Other Woman,Nick Cassavetes,Cameron Diaz,110825,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7.1,572,Enchanted,Kevin Lima,Amy Adams,150353,75,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.1,573,The Intern,Nancy Meyers,Robert De Niro,159582,51,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
